EOD CONDUCTOR, BACKFILL & LIVE P&L	EOD conductor v2 (verify one box / live close / plumbing)	# r217 — REPOINTED to eod_conductor_v2. Same preview-then-confirm shape the # operator already had; only the conductor underneath changed. # # ⚠️ THE DRY RUN HERE PROVES PLUMBING, NOT VERIFICATION. --dry-run never # SSHes and never drains, so it FABRICATES an OK verdict for every box — # a column of green that means nothing. Verified 2026-08-22: the dry run # showed 15/15 verified; a real --no-takedown run on NVDA immediately # returned SHORT. Use option (2) below to actually verify. # # ⚠️ AND (2) IS THE SAFE ONE TO EXPLORE WITH. --no-takedown drains and # verifies for real and stops NOTHING, so it can be run mid-session # without consequence — except that it stops the BOT on each box it # touches, which is why it is scoped to one symbol here. # ⚠️ VERIFY-ONLY IS OPTION 1 BECAUSE IT IS THE REAL PREVIEW. --dry-run # never SSHes, so it stamps "OK short=0" on every box whatever the truth # is — measured 2026-08-22: it reported 15/15 verified minutes before a # real run on NVDA came back SHORT. Leaving the fabricated one in the # first slot points the default reach at the check that cannot fail. echo echo " 1) VERIFY ONE BOX — REAL drain + verify. Stops nothing. THE preview." echo " 2) LIVE CLOSE — stop trading, drain, verify, take down per box" echo " 3) plumbing check — enumerates the fleet; VERIFICATION IS FAKED" read -rp " Choose 1/2/3 (ENTER = cancel): " C case "$C" in 1) read -rp " Symbol [NVDA]: " S; S="${S:-NVDA}" $PY eod_conductor_v2.py --no-takedown --only "$S" ;; # ⚠️ NO FAKE PREVIEW BEFORE THE LIVE RUN. Printing a fabricated OK and # then disclaiming it is theatre — it trains the operator to click past # a green screen. Option 1 is the preview; this asks for the word. 2) echo echo " This STOPS TRADING on every running box, drains to S3," echo " verifies, and takes down the ones that verified." read -rp " Type CLOSE to confirm: " GO [ "$GO" = "CLOSE" ] && $PY eod_conductor_v2.py || echo " cancelled." ;; 3) echo " (plumbing only — every OK below is fabricated)" $PY eod_conductor_v2.py --dry-run ;; *) echo " cancelled." ;; esac
UTILITIES	OHLC 21-day fetch from yfinance (prompts symbol, default ^VIX)	read -rp "Symbol [^VIX]: " SY; SY="${SY:-^VIX}"; $PY tests/ohlc_fetch.py --symbol "$SY"
UTILITIES	Rotate fleet tokens/secrets (pushes to running boxes)	read -rp "Rotate against a SUBSET of symbols? (ENTER=all running): " SUBSET; if [ -n "$SUBSET" ]; then $PY rotate_tokens.py --only $SUBSET; else $PY rotate_tokens.py; fi
UTILITIES	Audit fleet credentials (read-only; shows which vars are set, no values)	read -rp "Audit a SUBSET of symbols? (ENTER=all running): " SUBSET; if [ -n "$SUBSET" ]; then $PY rotate_tokens.py --audit --only $SUBSET; else $PY rotate_tokens.py --audit; fi
UTILITIES	ORB budget & spot (every running box)	# r206 — WHAT EACH BOX WILL ACTUALLY SIZE AN ORB WITH. # 🔑 THIS CALLS THE SCRIPT, IT DOES NOT REIMPLEMENT IT. tests/ # orb_budget_fleet.py is the one implementation, staged and proven against # the live fleet before this item existed. A menu item that inlined its own # copy of the box program would drift from it, and the menu is the copy # people trust. # ⚠️ THE FIGURES COME FROM THE SYSTEMD UNIT, not from a bare import. # v1.0 of that script imported `config` over ssh and got its DEFAULTS — # INSTRUMENT read QQQ on all fifteen boxes and the budget read 200 instead # of 1050. The spots were right, which made the table look plausible while # every env-derived column was fiction. The script now reads the # `Environment=` lines the way configure.sh and rotate_env_remote.sh do. # ⚠️ `(DEFAULT - not set)` is the point of the report: an unconfigured box # sizes off one trade's risk and will trade a 1-lot on an index name. echo; SC=$(ask_scope) $PY tests/orb_budget_fleet.py $SC
UTILITIES	Verify fleet credentials WORK (TT SDK, Telegram, GitHub)	read -rp "Verify a SUBSET of symbols? (ENTER=all running): " SUBSET; if [ -n "$SUBSET" ]; then $PY rotate_tokens.py --verify --only $SUBSET; else $PY rotate_tokens.py --verify; fi
UTILITIES	Verify control IAM role sees the fleet (read-only; no start/stop)	$PY check_iam.py
UTILITIES	Blind-alert DRILL on the fleet (sends REAL Telegram, marked DRILL)	echo "Fires the REAL blind-alert path on every RUNNING box."; echo "Each box sends TWO Telegram messages, both prefixed DRILL - NOT REAL."; echo "READ THE PER-BOX 'DRILL PASSED/FAILED' LINE, NOT the 29/29 tally —"; echo "the tally cannot see the drill's exit code (v1.26)."; read -rp "Send for real? (n = dry-run, no Telegram) [y/N]: " GO; if [ "$GO" = "y" ]; then $PY fleet.py run "cd ~/options-trader && venv/bin/python tests/blind_alert_selftest.py 2>&1 | tail -4; true"; else $PY fleet.py run "cd ~/options-trader && venv/bin/python tests/blind_alert_selftest.py --no-send 2>&1 | tail -4; true"; fi
UTILITIES	Feed maintenance window (fleet up, nothing on the wire) - currently OFF	if _maint_on; then echo "Feed maintenance is currently ACTIVE."; echo "Turning it OFF lets every box feed again on its next gate check."; read -rp "Turn maintenance OFF? [y/N]: " GO; if [ "$GO" = "y" ]; then $PY fleet.py run "rm -f ~/options-trader/data/FEED_MAINTENANCE; echo MAINT= $([ -f ~/options-trader/data/FEED_MAINTENANCE ] && echo ON || echo OFF)" --all; rm -f "$_MAINT_MARK"; echo; echo "Read the per-box MAINT= lines above - every one must say OFF."; echo "A box still reading ON is still feed-silent and will trade blind."; fi; else echo "Brings the fleet into a MAINTENANCE window: boxes can be up and"; echo "worked on (option 14, bakes, pushes) with NOTHING on the wire."; echo; echo "The flag is checked live by candle_feed - no restart needed, and"; echo "it SURVIVES a bake. Nothing removes it but you."; echo "!! A box left flagged at 09:15 trades blind. The menu line stays RED."; read -rp "Turn maintenance ON? [y/N]: " GO; if [ "$GO" = "y" ]; then $PY fleet.py run "mkdir -p ~/options-trader/data && touch ~/options-trader/data/FEED_MAINTENANCE; echo MAINT= $([ -f ~/options-trader/data/FEED_MAINTENANCE ] && echo ON || echo OFF)" --all; mkdir -p "$SCRIPT_DIR/data" && touch "$_MAINT_MARK"; echo; echo "Read the per-box MAINT= lines above - every one must say ON."; echo "A box that missed it is STILL FEEDING during your maintenance."; fi; fi; read -rp "Enter to continue..." _
UTILITIES	Pre-open rehearsal — ask the fleet, then turn it on/off	# r110 — ASK THE FLEET, THEN OFFER. No marker, no colour, no state on # control at all. # # 🔴 THREE REVISIONS WERE SPENT KEEPING A COPY HONEST. r108 mirrored item # 67: a marker file on CONTROL standing in for a flag that lives on the # BOXES, so the menu could be drawn instantly. 67's own comment admits the # weakness — "the marker is a HINT, not the truth" — and 67 at least has a # separate option that verifies against the boxes. 68 had none, and the # first time the two disagreed the row cheerfully reported the opposite of # reality: fifteen boxes OFF, the line saying ON, because control had never # been told. r109 then corrected the COLOUR of a label that was reading the # wrong machine, which fixed nothing. # # ⚠️ THE FAULT WAS A SECOND SOURCE OF TRUTH FOR A FACT THAT ALREADY EXISTS. # The boxes know. Nothing else needs to, and anything else that thinks it # does will eventually be wrong. So this option holds no state: it asks, # prints what came back, and only then offers to change it. # # ⚠️ THE COST, STATED: there is no at-a-glance row any more. You must select # 68 to learn the state. A menu line cannot poll fifteen machines on every # draw — that is real, and it is why 67 is built the way it is — so the # choice was between a line that is sometimes wrong and no line at all. # A line that is wrong is worse than a line that is absent. echo echo "Asking the fleet for the CURRENT rehearsal state..." echo _RS=$($PY fleet.py run "cd $INSTALL_DIR; echo REHEARSAL= $([ -f data/REHEARSAL_OFF ] && echo OFF || echo ON)" --all) printf '%s n' "$_RS" _ON=$(printf '%s' "$_RS" | grep -c "REHEARSAL=ON" || true) _OFF=$(printf '%s' "$_RS" | grep -c "REHEARSAL=OFF" || true) echo echo " ON: $_ON OFF: $_OFF" if [ "$_ON" -gt 0 ] && [ "$_OFF" -gt 0 ]; then echo " ${_RED}🚩 THE FLEET DISAGREES WITH ITSELF - some boxes rehearse, some do not.${_RST}" echo " Whichever way you answer below applies to ALL of them and settles it." fi echo echo " ON = the trading path runs outside RTH against live inputs and" echo " PLACES NOTHING (entries_open() refuses; is_rth() AND" echo " is_orb_complete() are both required, in paper AND live)." echo " OFF = the trading path is dormant until 09:30, so a build that" echo " cannot reach a decision is discovered AT THE BELL." echo read -rp "Set the rehearsal [on/off/enter=leave as is]: " _WANT case "$_WANT" in on|ON|y|Y) $PY fleet.py run "rm -f $INSTALL_DIR/data/REHEARSAL_OFF; echo REHEARSAL= $([ -f $INSTALL_DIR/data/REHEARSAL_OFF ] && echo OFF || echo ON)" --all echo; echo "Every line above must read ON. Read them - this option asserts nothing." ;; off|OFF|n|N) $PY fleet.py run "mkdir -p $INSTALL_DIR/data && touch $INSTALL_DIR/data/REHEARSAL_OFF; echo REHEARSAL= $([ -f $INSTALL_DIR/data/REHEARSAL_OFF ] && echo OFF || echo ON)" --all echo; echo "Every line above must read OFF. Read them - this option asserts nothing." ;; *) echo; echo "Left unchanged." ;; esac read -rp "Enter to continue..." _
UTILITIES	Debug logging — ask the fleet, then turn it on/off	echo echo "Asking the fleet for the CURRENT log level..." echo _DS=$($PY fleet.py run "cd $INSTALL_DIR; echo LOG= $([ -f data/DEBUG_LOG ] && echo DEBUG || grep -m1 '^LOG_LEVEL' config.py | sed 's/.* " (.* ) ".*/ 1/')" --all) printf '%s n' "$_DS" _DBG=$(printf '%s' "$_DS" | grep -c "LOG=DEBUG" || true) _NRM=$(printf '%s' "$_DS" | grep -cE "LOG=(INFO|WARNING|ERROR)" || true) echo echo " DEBUG: $_DBG normal: $_NRM" if [ "$_DBG" -gt 0 ] && [ "$_NRM" -gt 0 ]; then echo " ${_RED}🐞 THE FLEET DISAGREES WITH ITSELF - some boxes are verbose, some are not.${_RST}" fi echo echo " DEBUG is not free: 2026-08-24 ran ~300k lines a box, most of it raw" echo " DXFeed payloads, and it BURIES the decision lines a postmortem needs." echo " Turn it on to chase something; turn it off when you are done." echo read -rp "Set debug logging [on/off/enter=leave as is]: " _WANT case "$_WANT" in on|ON|y|Y) $PY fleet.py run "mkdir -p $INSTALL_DIR/data && touch $INSTALL_DIR/data/DEBUG_LOG; echo LOG= $([ -f $INSTALL_DIR/data/DEBUG_LOG ] && echo DEBUG || echo normal)" --all echo; echo "Every line above must read DEBUG. Applies on the next tick - no restart." ;; off|OFF|n|N) $PY fleet.py run "rm -f $INSTALL_DIR/data/DEBUG_LOG; echo LOG= $([ -f $INSTALL_DIR/data/DEBUG_LOG ] && echo DEBUG || echo normal)" --all echo; echo "Every line above must read normal. The bot forces config.LOG_LEVEL on" echo "the next tick, whatever had put the box in DEBUG." ;; *) echo; echo "Left unchanged." ;; esac read -rp "Enter to continue..." _
UTILITIES	Disk usage — top consumers per box (one/all/some)	echo SC=$(ask_scope) echo "Root filesystem usage, then the top consumers:" echo $PY fleet.py run 'df -h / | tail -1 | awk "{print "DISK " $5 " used, " $4 " free of " $2}"; sudo du -xsh /* 2>/dev/null | sort -rh | head -6' $SC
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	S3 SWEEP — hygiene (dups / culled symbols; lists first)	# r212 — DELETE LIVES ON CONTROL ONLY. The traders write and never delete, # so a compromised or buggy box cannot destroy the warehouse. # ⚠️ IT LISTS BEFORE IT DELETES, ALWAYS. Deletion is the one irreversible # act in this system. echo echo " 1) Legacy-hash duplicates (self-verifying: keeps the object whose" echo " key == sha of its own record; a one-time migration artifact)" echo " 2) Culled symbols (the 14 terminated 2026-08-20 — trades" echo " AND tape; panel symbols are refused by a hard guard)" read -rp " Choose 1 or 2 (ENTER = cancel): " C [ -z "$C" ] && { pause; return 0; } case "$C" in 1) $PY s3_sweep.py --dups ;; 2) $PY s3_sweep.py --culled ;; *) echo " no."; pause; return 0 ;; esac echo read -rp " Delete the objects listed above? Type DELETE to confirm: " OK if [ "$OK" = "DELETE" ]; then case "$C" in 1) $PY s3_sweep.py --dups --apply ;; 2) $PY s3_sweep.py --culled --apply ;; esac else echo " cancelled — nothing deleted." fi
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	Warehouse inventory & cost (asks about noncurrent versions)	# r206 — ONE ITEM, NOT TWO. These were the same script one flag apart, and # the reason for the split stopped existing at warehouse_cost v1.2: the # main report is now computed and PRINTED FIRST and the version pass is # strictly additive, degrading to a warning that names the missing # `s3:ListBucketVersions` permission. Before that, an AccessDenied in the # second pass threw away a completed whole-bucket scan. # ⚠️ THE COST IS REAL AND STAYS IN THE PROMPT. ~130k objects is 130+ # paginated calls, and --versions is a SECOND full pass. # 🔑 THE PROMPT ALSO CARRIES THE FACT. Versioning is ON with no lifecycle # rule, so noncurrent versions accumulate with nobody deciding. That used # to be visible in the second row's label; a bare [y/N] would delete it # from the menu entirely. echo echo " Noncurrent versions accumulate: versioning is ON and there is no" echo " lifecycle rule, so old versions pile up unbilled to any decision." echo " Counting them is a SECOND full pass over ~130k objects." read -rp " Include noncurrent versions? [y/N]: " _WV case "$_WV" in y|Y|yes|YES) $PY warehouse_cost.py --versions ;; *) $PY warehouse_cost.py ;; esac
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	Rebuild a day's bundle FROM S3 -> reports/warehouse/	read -rp "Date (YYYY-MM-DD, blank = today): " WD if [ -z "$WD" ]; then $PY warehouse_reader.py; else $PY warehouse_reader.py --date "$WD"; fi
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	Compare S3 vs local - one date	read -rp "Date (YYYY-MM-DD): " WD if [ -n "$WD" ]; then $PY warehouse_reader.py --date "$WD" --compare; fi
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	Compare S3 vs local - EVERY in-coverage date	$PY warehouse_reader.py --all
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	Explain a date's divergence (lists trade_ids)	read -rp "Date (YYYY-MM-DD): " WD if [ -n "$WD" ]; then $PY warehouse_reader.py --date "$WD" --explain; fi
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	Trade breakdown FROM THE WAREHOUSE (cross-day)	echo "Reads reports/warehouse/ — run the rebuild for the dates you want first." $PY trade_report.py --bundles-dir "$SCRIPT_DIR/reports/warehouse"
S3 WAREHOUSE (inventory, hygiene, rebuilds and parity)	REPORT PARITY - run 40 & 41 both sources, diff OUTPUTS	read -rp "Date (YYYY-MM-DD, blank = --since range): " WD if [ -n "$WD" ]; then $PY tools/report_parity.py --date "$WD" else read -rp "Since (YYYY-MM-DD): " WS if [ -n "$WS" ]; then $PY tools/report_parity.py --since "$WS"; fi fi
